conglomerate_id,size,rep_firm_id,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11,g_12,g_13,g_14,g_15,g_16,g_17,g_18,g_19,g_20,g_21,g_22,g_23,g_24,g_25,g_26,g_27,g_28,g_29,g_30,g_31,g_32,g_33,g_34,g_35,g_36,g_37,g_38,g_39,g_40,g_41,g_42,g_43,g_44,g_45,g_46,g_47,g_48,g_49,g_50,g_51,g_52,g_53,g_54,g_55,g_56,g_57,g_58,g_59,g_60,g_61,g_62,g_63
424,3,BE0437278077,0.22266652,-0.20985429,0.19477865,-0.11038198,0.28914735,-0.26796558,-0.282683,0.3142169,-0.30268952,-0.23340525,-0.15579411,-0.26548895,0.22143744,-0.11166142,0.17632788,-0.28160754,0.19072461,-0.30987796,0.28229085,0.28554568,0.16956706,-0.2077648,-0.3431202,0.29113284,0.21202442,0.23050116,-0.29260448,-0.074830465,-0.27424705,-0.10038829,0.38252282,-0.24841638,0.2981084,0.17874572,0.15266274,0.16227481,-0.14040478,0.27053836,0.29682803,0.2567149,0.23520719,0.22252138,-0.113345146,-0.28608078,-0.08706403,0.29628164,-0.18449992,0.23314908,0.025257466,-0.2028808,0.14580327,-0.28179768,0.27763987,-0.25222343,0.33319733,0.25722185,0.14355123,0.33951077,-0.03812333,-0.095291145,0.31919804,0.16232084,0.20856138,0.07156976
425,3,BE0436467435,0.25954613,-0.24411203,0.2270826,-0.12904094,0.33699933,-0.31196922,-0.32883486,0.36545235,-0.35276482,-0.2713088,-0.18074195,-0.30877954,0.25862017,-0.13038625,0.20486763,-0.3276167,0.22173448,-0.36065665,0.32823744,0.33249632,0.19700721,-0.24160318,-0.3985576,0.33880165,0.24649729,0.26877165,-0.34034848,-0.08719453,-0.3192485,-0.11635232,0.44531253,-0.28885773,0.34710836,0.20768124,0.17770879,0.18916722,-0.16308053,0.31487522,0.34584743,0.29932353,0.2739516,0.25925925,-0.13160397,-0.33296788,-0.10097559,0.34478468,-0.21454132,0.27201128,0.02903363,-0.23598525,0.16971701,-0.32863107,0.32293934,-0.29347867,0.3868033,0.29865655,0.16736135,0.39537776,-0.044743694,-0.111141786,0.37160617,0.18854135,0.2426517,0.0834384
426,8,BE0405371512,0.23961341,-0.22559638,0.20962293,-0.11895613,0.31113625,-0.28818607,-0.30389068,0.33776057,-0.32570007,-0.25082266,-0.16725811,-0.2853818,0.23852362,-0.120265834,0.18944244,-0.3027496,0.20497423,-0.33321172,0.30340418,0.30712038,0.18217634,-0.22331418,-0.36859474,0.31303757,0.22786535,0.24808718,-0.31454375,-0.08051199,-0.29492608,-0.10772406,0.41137588,-0.26699996,0.3206248,0.19204214,0.16417187,0.17463239,-0.15082473,0.29091197,0.3193534,0.27629438,0.253011,0.23940313,-0.12173542,-0.3076263,-0.093456656,0.3185697,-0.1983045,0.25100702,0.026992684,-0.21809292,0.15679209,-0.30331853,0.29845583,-0.271181,0.3578303,0.27626187,0.15449244,0.36518273,-0.041165512,-0.10257482,0.34328058,0.17436966,0.22422653,0.077023625
427,3,BE0440089790,0.22048464,-0.20782754,0.19286749,-0.10927808,0.28631634,-0.26536223,-0.2799526,0.31118572,-0.29972696,-0.2311628,-0.15431815,-0.2629278,0.21923764,-0.11055362,0.1746394,-0.27888554,0.18889,-0.3068738,0.27957255,0.28276798,0.16794366,-0.20576286,-0.3398404,0.28831267,0.20998494,0.228237,-0.28977984,-0.07409898,-0.27158466,-0.09944382,0.37880808,-0.24602379,0.29520947,0.17703384,0.15118095,0.1606838,-0.13906324,0.26791528,0.29392797,0.25419408,0.23291498,0.2203479,-0.11226492,-0.28330684,-0.08624099,0.2934121,-0.18272261,0.23084992,0.02503406,-0.20092227,0.14438848,-0.27902693,0.27495986,-0.24978271,0.33002588,0.25477046,0.14214258,0.33620557,-0.03773165,-0.09435339,0.31609747,0.16076957,0.20654453,0.07086759
428,1,BE0440449284,0.24118136,-0.22705285,0.21099634,-0.11974943,0.3131707,-0.2900569,-0.30585283,0.33993885,-0.32782903,-0.25243413,-0.16831878,-0.28722233,0.24010447,-0.12106193,0.19065581,-0.3047057,0.20629263,-0.3353706,0.3053576,0.3091165,0.18334296,-0.22475283,-0.37095168,0.31506422,0.22933099,0.24971427,-0.31657362,-0.08103765,-0.29683933,-0.10840278,0.41404542,-0.26871935,0.32270807,0.19327235,0.16523671,0.17577572,-0.15178879,0.29279697,0.32143745,0.27810588,0.25465822,0.24096505,-0.1225117,-0.30961972,-0.094048105,0.32063183,-0.19958173,0.25265926,0.02715323,-0.21950036,0.1578088,-0.30530965,0.30038175,-0.27293497,0.3601094,0.27802348,0.15550473,0.3675579,-0.04144698,-0.10324871,0.34550872,0.17548443,0.2256759,0.07752822
429,1,BE0441131254,0.25210884,-0.2372035,0.22056806,-0.1252781,0.32734933,-0.30309528,-0.31952772,0.35512003,-0.34266645,-0.26366505,-0.17571087,-0.30004942,0.2511218,-0.12661014,0.1991122,-0.3183383,0.21548092,-0.35041642,0.3189717,0.3230281,0.19147354,-0.23477921,-0.3873779,0.3291886,0.23954536,0.2610539,-0.33072028,-0.08470115,-0.31017333,-0.11313295,0.43265012,-0.28070217,0.33722687,0.201846,0.17265792,0.183744,-0.15850766,0.30593407,0.335962,0.29073092,0.26613826,0.25185058,-0.12792183,-0.32351246,-0.09817013,0.33500338,-0.20848306,0.2641742,0.028272115,-0.22930929,0.16489448,-0.31918648,0.3138041,-0.285159,0.37599292,0.29030067,0.16255972,0.3841114,-0.04340861,-0.107945286,0.36103737,0.18325363,0.23577693,0.08104492
430,1,BE0441518462,0.25353298,-0.23852639,0.22181551,-0.12599863,0.32919717,-0.30479452,-0.3213099,0.35709852,-0.34460014,-0.26512873,-0.17667426,-0.30172113,0.25255764,-0.12733321,0.20021428,-0.320115,0.2166784,-0.3523773,0.32074597,0.3248411,0.19253317,-0.2360859,-0.38951865,0.33102936,0.24087657,0.26253176,-0.33256394,-0.0851786,-0.3119111,-0.11374942,0.4350748,-0.28226388,0.33911902,0.20296337,0.1736251,0.18478248,-0.1593833,0.3076462,0.33785492,0.29237628,0.26763442,0.25326926,-0.12862691,-0.32532305,-0.09870734,0.33687636,-0.20964313,0.26567492,0.028417936,-0.23058765,0.16581793,-0.320995,0.31555337,-0.2867521,0.378063,0.2919007,0.16347916,0.38626876,-0.04366426,-0.10855737,0.36306116,0.18426616,0.23709336,0.08150324
431,4,BE0405568183,0.23242763,-0.21892147,0.2033287,-0.11532054,0.3018126,-0.27961224,-0.29489827,0.32777765,-0.31594318,-0.24343738,-0.16239719,-0.27694687,0.23127879,-0.11661741,0.18388164,-0.293785,0.19893214,-0.3233178,0.29445174,0.29797232,0.17682979,-0.21672097,-0.3577931,0.3037496,0.22114852,0.24063042,-0.3052411,-0.078102924,-0.28615782,-0.104613565,0.3991417,-0.2591202,0.31107745,0.18640423,0.1592918,0.16939256,-0.14640649,0.2822732,0.30980223,0.26799235,0.24546185,0.23224497,-0.118177794,-0.2984906,-0.09074607,0.30911916,-0.19245112,0.24343494,0.02625692,-0.21164271,0.15213263,-0.2941933,0.28962952,-0.26314265,0.3473855,0.26818857,0.14985317,0.35429737,-0.03987557,-0.09948641,0.33306918,0.16926076,0.21758424,0.07471109
432,1,BE0448341027,0.28127965,-0.2643005,0.24611965,-0.14003685,0.365199,-0.337901,-0.3560326,0.39564592,-0.3822747,-0.29364577,-0.19544396,-0.33429113,0.28053236,-0.14142099,0.2216864,-0.35473037,0.24000892,-0.39058104,0.35531425,0.36016482,0.21317798,-0.26154447,-0.43122742,0.36689335,0.2668125,0.29132485,-0.36848453,-0.094480805,-0.3457683,-0.1257601,0.48231512,-0.31269023,0.37598455,0.22473323,0.19246869,0.2050152,-0.17644359,0.3410034,0.37473506,0.32443324,0.29678407,0.28090927,-0.14236408,-0.36059895,-0.10917381,0.37336802,-0.23224501,0.29491317,0.031258963,-0.25549403,0.18380962,-0.3562305,0.3496348,-0.3177908,0.41839388,0.32307443,0.1813929,0.4283007,-0.048645146,-0.12048273,0.40249082,0.20399338,0.26274148,0.090432696
433,7,BE0427400311,0.19667017,-0.1857061,0.17200768,-0.097229324,0.25541663,-0.23694754,-0.2501507,0.27810118,-0.26739156,-0.20668711,-0.13820846,-0.23497349,0.19522743,-0.098462336,0.15621027,-0.24917579,0.16886583,-0.27408418,0.24990316,0.2524503,0.15022457,-0.18391222,-0.30404252,0.25753123,0.18772459,0.20352438,-0.25894985,-0.06611506,-0.24252562,-0.08913528,0.33826253,-0.21990937,0.26356843,0.15834914,0.13500783,0.1433184,-0.12442069,0.2392854,0.26227438,0.22668019,0.20789634,0.19662495,-0.100474544,-0.25303015,-0.077257805,0.26209193,-0.1633238,0.20575522,0.022595657,-0.17954555,0.12894653,-0.24878491,0.24570839,-0.22314273,0.2954106,0.2280146,0.12676753,0.30013028,-0.033456642,-0.08411807,0.28225568,0.14383805,0.1845312,0.063203596
434,3,BE0448982118,0.2535729,-0.23856348,0.22185048,-0.12601884,0.329249,-0.30484217,-0.32135987,0.35715398,-0.34465435,-0.26516977,-0.17670126,-0.30176798,0.25259787,-0.12735349,0.20024519,-0.3201648,0.21671197,-0.35243225,0.3207957,0.32489195,0.19256286,-0.23612255,-0.38957867,0.33108097,0.24091388,0.26257318,-0.33261564,-0.08519199,-0.31195983,-0.1137667,0.4351428,-0.28230765,0.33917207,0.20299469,0.1736522,0.18481159,-0.15940785,0.3076942,0.337908,0.2924224,0.26767635,0.253309,-0.12864667,-0.32537383,-0.0987224,0.33692887,-0.20967565,0.26571697,0.028422022,-0.23062348,0.16584381,-0.3210457,0.31560242,-0.28679675,0.37812102,0.29194558,0.16350494,0.38632923,-0.04367143,-0.10857453,0.3631179,0.18429455,0.23713027,0.08151609
435,1,BE0450558565,0.23479365,-0.22111927,0.20540115,-0.1165176,0.30488253,-0.2824353,-0.29785913,0.33106464,-0.31915578,-0.24586909,-0.16399771,-0.27972418,0.23366424,-0.117818706,0.1857126,-0.29673672,0.20092158,-0.32657552,0.29739946,0.30098444,0.17859021,-0.21889187,-0.36134967,0.30680776,0.22336014,0.24308565,-0.30830413,-0.078896135,-0.28904486,-0.10563774,0.40316996,-0.2617147,0.31422105,0.18826059,0.16089863,0.17111783,-0.14786124,0.28511763,0.3129471,0.2707259,0.2479475,0.23460189,-0.11934919,-0.30149865,-0.091638565,0.31223089,-0.19437842,0.24592814,0.026499182,-0.21376653,0.15366682,-0.2971979,0.2925357,-0.2657894,0.35082456,0.2708468,0.15138072,0.35788152,-0.040300302,-0.10050331,0.3364314,0.17094292,0.2197713,0.075472526
436,3,BE0451850051,0.22518432,-0.2121931,0.19698407,-0.111655846,0.29241425,-0.27096975,-0.28583384,0.31771478,-0.3061082,-0.23599295,-0.15749733,-0.26844442,0.22397594,-0.112939775,0.1782763,-0.2847486,0.19284168,-0.31334466,0.28542763,0.28875104,0.17144042,-0.21007498,-0.34690496,0.29438722,0.21437791,0.23311391,-0.295864,-0.07567456,-0.27731934,-0.10147817,0.38680953,-0.25117734,0.30145365,0.18072116,0.15437265,0.16411076,-0.14195287,0.27356526,0.30017462,0.25962383,0.23785229,0.2250295,-0.11459169,-0.2892818,-0.08801378,0.29959297,-0.18655087,0.23580223,0.025515268,-0.20514086,0.14743587,-0.28499502,0.2807325,-0.25503996,0.33685705,0.26005062,0.14517677,0.34332484,-0.038575303,-0.09637328,0.322776,0.16411093,0.21088876,0.07238004
437,2,BE0453048495,0.058907516,-0.05268567,0.06675218,0.029548027,0.070660464,-0.051756643,-0.077484675,0.11452239,-0.07262409,-0.024017215,-0.11535245,-0.07380463,0.07208822,-0.07305487,0.044533618,-0.15123284,0.02312354,-0.08392109,0.12868349,0.107698634,-0.0112261325,-0.036900923,-0.09812977,0.048991635,0.07692172,0.09168336,-0.12108702,-0.05315941,-0.08052106,0.03766208,0.1218591,-0.035402387,0.13597126,0.059556413,0.11882258,0.04616623,-0.0008068234,0.04404302,0.10834862,0.097642176,0.10215627,0.06757812,-0.014201943,-0.12396669,-0.0008589141,0.12112521,0.009520784,0.11950575,-0.00723912,-0.027735218,0.022339292,-0.10468313,0.09505444,-0.11022745,0.117981814,0.06427769,0.048311282,0.10202563,0.0030518435,-0.030171186,0.15536438,0.10265529,0.08045538,0.05205527
438,2,BE0453835284,0.16622365,-0.15700503,0.1466175,-0.077089906,0.21541339,-0.19889268,-0.2120272,0.23811011,-0.2254113,-0.17198698,-0.123447575,-0.19927925,0.16583776,-0.08669876,0.13222846,-0.21732497,0.14078411,-0.23212318,0.21615353,0.21623066,0.12268045,-0.15426667,-0.25837258,0.21564934,0.16075577,0.1745111,-0.22289261,-0.058664523,-0.20587981,-0.07038389,0.28793094,-0.1837482,0.22771522,0.13523212,0.1207497,0.12139103,-0.10247241,0.20022483,0.22422689,0.19400324,0.17914486,0.1669746,-0.08390181,-0.2181448,-0.06374594,0.2253858,-0.13349307,0.17855996,0.018173283,-0.14988032,0.107770756,-0.21267965,0.20985056,-0.19250123,0.25304812,0.19306432,0.10798065,0.25488657,-0.02701395,-0.071468934,0.24470356,0.12690045,0.15831773,0.05615847
439,2,BE0455302756,0.2714423,-0.25516248,0.23750278,-0.13505971,0.3524348,-0.32616335,-0.34372193,0.3819792,-0.36891747,-0.28353527,-0.1887893,-0.32274368,0.27061412,-0.13642627,0.21407361,-0.34245774,0.23173726,-0.37703618,0.34305832,0.34764105,0.20585851,-0.25251833,-0.41643986,0.35417804,0.2576171,0.2811165,-0.35574916,-0.091182776,-0.3337645,-0.12150179,0.4655664,-0.3019028,0.36291414,0.2170149,0.18578783,0.19784184,-0.17039499,0.3291768,0.36165947,0.31306767,0.28644928,0.2711097,-0.13749367,-0.34809214,-0.105463,0.36043018,-0.22423168,0.28454697,0.030251697,-0.24666366,0.1774308,-0.343738,0.33755147,-0.30678624,0.40409485,0.31202203,0.17504172,0.4133986,-0.04687921,-0.11625468,0.38851133,0.19699924,0.25364813,0.087266825
440,2,BE0455660171,0.25676116,-0.24152505,0.22464317,-0.1276319,0.3333858,-0.3086463,-0.32534972,0.3615833,-0.34898338,-0.26844653,-0.17885801,-0.30551046,0.25581235,-0.12897225,0.20271245,-0.3241423,0.21939278,-0.35682207,0.3247678,0.32895085,0.19493507,-0.23904788,-0.39437124,0.33520192,0.24389407,0.26588166,-0.33674312,-0.08626086,-0.3158502,-0.11514679,0.44057095,-0.2858038,0.34340814,0.20549618,0.17581744,0.18713644,-0.16136818,0.3115271,0.34214574,0.29610595,0.2710258,0.25648502,-0.13022515,-0.3294272,-0.099925056,0.34112197,-0.21227273,0.26907662,0.028748473,-0.23348537,0.16791116,-0.32509446,0.31951857,-0.29036328,0.38275525,0.2955276,0.16556333,0.39115894,-0.04424376,-0.10994482,0.3676486,0.18656132,0.24007738,0.08254214
441,3,BE0459422385,0.22219534,-0.20941661,0.19436593,-0.110143594,0.288536,-0.2674034,-0.28209338,0.3135623,-0.30204976,-0.23292099,-0.15547538,-0.26493585,0.22096239,-0.11142219,0.17596325,-0.28101972,0.19032842,-0.3092292,0.28170383,0.28494585,0.16921648,-0.20733248,-0.34241194,0.29052383,0.211584,0.23001222,-0.2919945,-0.0746725,-0.2736721,-0.10018433,0.38172063,-0.2478997,0.29748237,0.17837603,0.15234275,0.16193122,-0.14011507,0.2699719,0.29620177,0.25617054,0.23471218,0.22205202,-0.11311187,-0.28548175,-0.086886294,0.29566196,-0.18411611,0.23265257,0.02520922,-0.20245785,0.14549775,-0.28119934,0.27706113,-0.25169635,0.33251247,0.25669247,0.14324704,0.338797,-0.038038746,-0.09508864,0.31852847,0.16198584,0.20812584,0.07141813
442,7,BE0461740982,0.2218609,-0.20910595,0.19407298,-0.109974384,0.28810206,-0.26700434,-0.28167486,0.3130977,-0.30159566,-0.23257726,-0.15524915,-0.26454327,0.2206252,-0.11125238,0.17570443,-0.28060248,0.1900472,-0.30876872,0.28128713,0.28452006,0.16896765,-0.20702562,-0.3419092,0.29009154,0.21127138,0.22966516,-0.2915615,-0.074560374,-0.27326402,-0.10003956,0.3811512,-0.24753296,0.29703802,0.17811364,0.15211561,0.16168734,-0.13990943,0.2695698,0.29575723,0.25578412,0.23436083,0.22171886,-0.11294629,-0.28505653,-0.08676013,0.2952221,-0.18384367,0.23230015,0.025174977,-0.20215763,0.14528088,-0.28077462,0.2766503,-0.25132224,0.33202633,0.25631672,0.1430311,0.3382904,-0.037978705,-0.094944894,0.31805322,0.16174805,0.20781669,0.0713105
443,2,BE0461785920,0.25924316,-0.2438306,0.22681722,-0.12888765,0.33660623,-0.31160772,-0.32845572,0.36503145,-0.35235345,-0.27099743,-0.180537,-0.3084239,0.25831473,-0.13023242,0.20463318,-0.3272387,0.22147974,-0.3602395,0.32786,0.3321106,0.1967818,-0.2413252,-0.39810216,0.33841005,0.24621409,0.26845726,-0.33995628,-0.08709296,-0.3188788,-0.116221175,0.4447967,-0.28852552,0.34670582,0.20744354,0.17750303,0.1889463,-0.16289425,0.31451097,0.34544474,0.2989735,0.27363333,0.25895748,-0.13145398,-0.3325827,-0.1008613,0.34438622,-0.21429452,0.27169204,0.029002609,-0.23571329,0.16952056,-0.32824636,0.3225672,-0.29313976,0.38636294,0.29831615,0.16716576,0.3949188,-0.04468931,-0.11101157,0.37117565,0.18832596,0.24237165,0.08334089
444,1,BE0463278829,0.24563743,-0.23119213,0.21489954,-0.122003935,0.31895253,-0.29537377,-0.31142923,0.3461295,-0.3338795,-0.25701392,-0.17133316,-0.29245302,0.24459715,-0.1233244,0.1941042,-0.3102649,0.21003948,-0.34150606,0.31090924,0.31478944,0.18665849,-0.22884144,-0.37765002,0.3208239,0.23349625,0.25433838,-0.3223424,-0.08253157,-0.30227673,-0.11033168,0.42163214,-0.27360576,0.3286286,0.19676855,0.16826297,0.17902507,-0.15452863,0.2981541,0.32736036,0.28325418,0.2593396,0.245404,-0.12471787,-0.31528497,-0.09572901,0.3264923,-0.20321156,0.2573549,0.027609494,-0.2235003,0.16069822,-0.31096843,0.30585518,-0.27791974,0.36658645,0.28302994,0.15838164,0.37430817,-0.0422469,-0.1051639,0.3518411,0.1786526,0.22979495,0.07896228
445,1,BE0464078979,0.2466722,-0.23215334,0.21580593,-0.12252747,0.32029516,-0.29660842,-0.31272417,0.34756708,-0.33528453,-0.25807744,-0.17203316,-0.29366767,0.24564043,-0.12384979,0.19490497,-0.3115558,0.21090956,-0.34293082,0.3121984,0.3161068,0.18742841,-0.22979088,-0.3792055,0.3221614,0.2344635,0.2554122,-0.323682,-0.082878485,-0.3035394,-0.11077959,0.4233939,-0.27474046,0.33000344,0.19758043,0.16896571,0.17977962,-0.15516488,0.2993981,0.32873574,0.2844497,0.2604267,0.2464348,-0.12523018,-0.31660053,-0.09611934,0.32785323,-0.20405446,0.2584453,0.027715446,-0.22442915,0.1613692,-0.31228247,0.3071262,-0.2790773,0.36809054,0.2841925,0.15904972,0.3758757,-0.04243266,-0.10560864,0.35331154,0.1793883,0.23075145,0.07929529
446,1,BE0468860287,0.25033382,-0.23555467,0.21901327,-0.12438006,0.3250462,-0.30097738,-0.31730643,0.35265404,-0.3402563,-0.26184073,-0.17451014,-0.29796582,0.24933216,-0.12570891,0.19773857,-0.31612387,0.21398841,-0.34797245,0.31676027,0.32076833,0.19015284,-0.23315057,-0.3847097,0.32689428,0.23788618,0.25921193,-0.32842234,-0.084106065,-0.30800742,-0.112364605,0.42962804,-0.27875572,0.33486846,0.20045333,0.17145245,0.18244967,-0.15741627,0.30380014,0.3336027,0.28868017,0.2642735,0.25008237,-0.12704302,-0.32125577,-0.09750056,0.3326689,-0.20703715,0.26230377,0.028090367,-0.22771595,0.16374351,-0.31693238,0.3116238,-0.28317335,0.37341288,0.28830642,0.16141373,0.38142252,-0.043089967,-0.10718239,0.35851496,0.18199164,0.23413615,0.080473684
447,3,BE0441642780,0.22644424,-0.21336345,0.19808766,-0.112293296,0.29404902,-0.27247304,-0.28741053,0.31946516,-0.30781892,-0.23728786,-0.15834962,-0.26992336,0.22524622,-0.113579474,0.17925131,-0.28632042,0.19390108,-0.31507942,0.28699732,0.29035503,0.17237787,-0.211231,-0.34879887,0.29601574,0.21555561,0.23442136,-0.2974951,-0.07609696,-0.27885672,-0.10202355,0.3889546,-0.25255895,0.30312765,0.1817097,0.1552283,0.1650295,-0.14272754,0.27507994,0.3018493,0.26107946,0.23917592,0.22628458,-0.115215465,-0.2908836,-0.08848904,0.30124998,-0.18757717,0.2371299,0.025644273,-0.20627181,0.14825284,-0.28659502,0.2822801,-0.25644937,0.3386884,0.26146615,0.1459902,0.34523344,-0.038801476,-0.09691479,0.32456642,0.1650067,0.21205339,0.07278551
448,5,BE0470965088,0.23947462,-0.22546746,0.20950137,-0.11888591,0.31095618,-0.2880205,-0.303717,0.33756775,-0.32551163,-0.25068003,-0.16716424,-0.2852189,0.2383837,-0.120195374,0.18933503,-0.30257648,0.20485754,-0.33302063,0.30323127,0.3069437,0.18207307,-0.22318685,-0.36838612,0.31285816,0.22773564,0.24794318,-0.3143641,-0.08046546,-0.2947567,-0.10766399,0.4111396,-0.26684776,0.3204404,0.19193326,0.16407762,0.17453118,-0.15073939,0.29074514,0.31916893,0.27613404,0.2528652,0.23926488,-0.12166671,-0.30744985,-0.0934043,0.31838718,-0.19819146,0.25086078,0.026978474,-0.21796834,0.1567021,-0.30314228,0.29828537,-0.27102575,0.35762858,0.27610594,0.15440284,0.36497247,-0.041140597,-0.10251517,0.34308335,0.17427099,0.22409825,0.07697896
449,3,BE0472010611,0.22920312,-0.21592619,0.20050424,-0.113689125,0.29762873,-0.27576485,-0.29086304,0.32329795,-0.31156495,-0.24012333,-0.16021591,-0.27316183,0.22802778,-0.114980236,0.1813863,-0.28976226,0.19622084,-0.31887805,0.29043448,0.2938673,0.1744306,-0.21376237,-0.352946,0.29958174,0.21813445,0.23728429,-0.3010667,-0.07702189,-0.28222317,-0.10321777,0.39365178,-0.25558427,0.3067932,0.1838743,0.15710193,0.16704126,-0.14442386,0.27839667,0.3055163,0.2642669,0.2420743,0.22903286,-0.116581365,-0.29439113,-0.08952973,0.30487838,-0.18982449,0.24003708,0.025926758,-0.20874828,0.15004177,-0.2900985,0.28566882,-0.25953558,0.34269854,0.2645658,0.14777137,0.3494127,-0.03929673,-0.098100536,0.32848695,0.1669682,0.2146036,0.073673375
450,1,BE0473141551,0.24706794,-0.23252095,0.21615258,-0.1227277,0.32080865,-0.2970806,-0.3132194,0.34811684,-0.33582187,-0.25848415,-0.17230086,-0.2941322,0.24603942,-0.124050714,0.19521122,-0.3120495,0.2112423,-0.3434757,0.31269145,0.3166106,0.18772286,-0.230154,-0.37980038,0.32267293,0.2348334,0.25582287,-0.32419434,-0.08301116,-0.30402228,-0.110950895,0.42406768,-0.27517444,0.33052924,0.19789092,0.16923447,0.18006818,-0.1554082,0.29987386,0.32926175,0.28490692,0.26084244,0.24682902,-0.1254261,-0.31710365,-0.09626862,0.3283737,-0.20437682,0.2588623,0.027755966,-0.22478437,0.1616258,-0.31278503,0.3076123,-0.27951998,0.36866575,0.28463712,0.15930521,0.3764752,-0.042503696,-0.10577873,0.3538739,0.17966966,0.23111726,0.079422645
451,1,BE0476188044,0.23972869,-0.22570346,0.2097239,-0.11901446,0.31128582,-0.28832364,-0.30403495,0.33792073,-0.3258566,-0.25094113,-0.1673361,-0.28551713,0.23863985,-0.120324366,0.18953165,-0.30289343,0.20507117,-0.33337045,0.3035478,0.30726716,0.18226211,-0.22341996,-0.36876804,0.3131866,0.22797312,0.24820684,-0.314693,-0.08055064,-0.29506674,-0.10777397,0.41157216,-0.26712638,0.32077798,0.19213259,0.16425017,0.17471644,-0.1508956,0.29105058,0.31950662,0.27642757,0.2531321,0.23951797,-0.121792495,-0.30777287,-0.09350014,0.31872132,-0.19839841,0.2511285,0.02700449,-0.2181964,0.15686683,-0.30346492,0.29859746,-0.27130997,0.35799786,0.2763914,0.15456687,0.36535734,-0.041186206,-0.102624364,0.3434444,0.17445162,0.2243331,0.07706072
452,3,BE0477932955,0.2634483,-0.24773678,0.23050062,-0.13101521,0.34206247,-0.31662515,-0.3337181,0.37087348,-0.3580632,-0.27531934,-0.18338163,-0.31336007,0.26255444,-0.13236749,0.20788737,-0.33248484,0.22501558,-0.36602944,0.33309898,0.3374641,0.19991061,-0.24518356,-0.40442333,0.3438454,0.25014478,0.272821,-0.3454002,-0.08850275,-0.32401,-0.11804145,0.45195618,-0.29313678,0.35229295,0.21074286,0.18035887,0.19201267,-0.16547981,0.31956643,0.35103408,0.30383188,0.27805108,0.26314643,-0.1335359,-0.33792895,-0.10244755,0.3499167,-0.21771994,0.27612323,0.02943318,-0.23948798,0.17224728,-0.33358645,0.3277324,-0.2978438,0.39247528,0.30304068,0.16988066,0.40128893,-0.045444187,-0.11281891,0.3771514,0.19131571,0.24625875,0.08469419
453,2,BE0478276316,0.18479426,-0.17427865,0.16281313,-0.08674824,0.23953673,-0.22114637,-0.23526804,0.26378158,-0.25066206,-0.19126229,-0.13568631,-0.22107561,0.1844885,-0.09592263,0.14662288,-0.24015257,0.15653667,-0.25769487,0.23905781,0.23973155,0.13676913,-0.17140071,-0.2862825,0.23979306,0.17803177,0.19363892,-0.24674769,-0.06473749,-0.22851211,-0.07873162,0.31946498,-0.20426622,0.25213388,0.14975974,0.1330055,0.13491742,-0.114069775,0.22268686,0.24877617,0.21532004,0.19847506,0.18543616,-0.09317913,-0.24154261,-0.0708635,0.24962431,-0.14889933,0.19785777,0.020147145,-0.16667953,0.11989196,-0.23612055,0.23257555,-0.21308562,0.27993628,0.21396987,0.11992191,0.2829695,-0.030401822,-0.07942626,0.27077654,0.1398425,0.17537673,0.061982162
454,1,BE0478866432,0.2695299,-0.25338605,0.23582768,-0.13409215,0.34995347,-0.32388154,-0.34132874,0.3793224,-0.36632082,-0.28156978,-0.18749563,-0.32049885,0.26868603,-0.1354553,0.2125937,-0.34007195,0.23012924,-0.37440306,0.34067577,0.34520644,0.2044356,-0.25076365,-0.4135652,0.35170618,0.2558295,0.27913198,-0.3532734,-0.09054164,-0.33143094,-0.120673984,0.46231046,-0.2998057,0.36037326,0.21551445,0.18448907,0.19644734,-0.16921914,0.32687774,0.3591176,0.31085822,0.2844402,0.26920468,-0.13654687,-0.34566084,-0.10474162,0.35791504,-0.2226739,0.28253177,0.030055884,-0.24494703,0.17619075,-0.34130946,0.3352025,-0.30464697,0.40131512,0.30987343,0.17380705,0.41050163,-0.046535913,-0.11543275,0.38579372,0.19563958,0.25188038,0.08665138
455,4,BE0419457296,0.25722566,-0.24195653,0.22505003,-0.12786692,0.3339885,-0.3092005,-0.32593098,0.3622286,-0.34961408,-0.2689239,-0.17917223,-0.3060557,0.25628066,-0.12920809,0.2030719,-0.32472178,0.21978334,-0.35746163,0.3253465,0.3295422,0.19528069,-0.23947407,-0.39506948,0.33580232,0.24432825,0.26636368,-0.33734444,-0.08641659,-0.316417,-0.11534786,0.44136178,-0.28631318,0.34402528,0.20586061,0.1761329,0.18747514,-0.16165377,0.31208554,0.34276313,0.2966426,0.27151382,0.25694773,-0.13045512,-0.33001775,-0.10010027,0.34173286,-0.2126511,0.2695661,0.028796034,-0.23390232,0.16821235,-0.3256843,0.3200891,-0.2908829,0.38343042,0.29604948,0.16586322,0.3918626,-0.044327144,-0.11014446,0.36830866,0.18689156,0.24050674,0.08269162
