conglomerate_id,size,rep_firm_id,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11,g_12,g_13,g_14,g_15,g_16,g_17,g_18,g_19,g_20,g_21,g_22,g_23,g_24,g_25,g_26,g_27,g_28,g_29,g_30,g_31,g_32,g_33,g_34,g_35,g_36,g_37,g_38,g_39,g_40,g_41,g_42,g_43,g_44,g_45,g_46,g_47,g_48,g_49,g_50,g_51,g_52,g_53,g_54,g_55,g_56,g_57,g_58,g_59,g_60,g_61,g_62,g_63
3724,23,CN47233PC,0.24501075,-0.23061,0.21435061,-0.12168687,0.3181394,-0.29462603,-0.31064498,0.34525886,-0.33302858,-0.25636983,-0.17090924,-0.29171738,0.24396531,-0.12300622,0.19361924,-0.30948305,0.20951253,-0.3406432,0.31012848,0.3139916,0.1861922,-0.22826643,-0.376708,0.32001388,0.23291047,0.25368807,-0.3215311,-0.08232147,-0.30151203,-0.1100604,0.42056516,-0.27291855,0.32779595,0.19627686,0.16783737,0.17856808,-0.15414332,0.29740068,0.3265274,0.28253016,0.25868124,0.24477972,-0.1244076,-0.31448823,-0.09549261,0.32566813,-0.20270106,0.2566945,0.027545327,-0.22293776,0.16029187,-0.3101726,0.30508542,-0.2772187,0.36567554,0.28232583,0.15797704,0.37335885,-0.042134404,-0.104894556,0.3509505,0.17820704,0.22921565,0.0787606
3725,3,CN47236PC,0.25938982,-0.24396685,0.22694568,-0.12896186,0.33679652,-0.31178272,-0.32863927,0.3652352,-0.3525526,-0.27114818,-0.18063621,-0.30859607,0.2584626,-0.1303069,0.20474668,-0.3274217,0.22160307,-0.36044145,0.32804272,0.33229733,0.19689092,-0.24145977,-0.39832264,0.33859962,0.24635118,0.26860946,-0.34014615,-0.08714213,-0.31905776,-0.11628466,0.4450464,-0.28868634,0.3469007,0.2075586,0.17760265,0.18905325,-0.16298443,0.3146873,0.34563968,0.29914296,0.2737874,0.25910357,-0.13152659,-0.3327692,-0.100916624,0.3445791,-0.21441399,0.2718466,0.029017625,-0.23584495,0.16961566,-0.3284326,0.32274735,-0.29330382,0.38657612,0.29848093,0.16726044,0.39514098,-0.04471564,-0.111074604,0.37138408,0.18843023,0.24250723,0.08338809
3726,2,CN47240PC,0.23505326,-0.22136043,0.20562856,-0.11664896,0.30521938,-0.28274506,-0.298184,0.33142534,-0.31950828,-0.2461359,-0.16417333,-0.28002894,0.233926,-0.11795052,0.1859135,-0.2970606,0.20113988,-0.32693297,0.2977229,0.30131498,0.17878337,-0.21913008,-0.36173993,0.30714333,0.2236028,0.24335507,-0.30864024,-0.07898318,-0.28936166,-0.10575012,0.403612,-0.2619994,0.314566,0.18846428,0.16107494,0.17130715,-0.14802088,0.28542975,0.31329218,0.27102584,0.24822025,0.23486051,-0.11947773,-0.30182874,-0.091736495,0.31257233,-0.1945899,0.24620171,0.026525764,-0.21399957,0.15383516,-0.29752758,0.29285458,-0.2660798,0.35120195,0.2711385,0.15154833,0.3582748,-0.040346906,-0.10061489,0.33680034,0.17112751,0.22001128,0.07555608
3727,3,CN47244PC,0.21454675,-0.20231178,0.18766631,-0.10627385,0.2786118,-0.25827733,-0.2725218,0.30293643,-0.29166448,-0.22506005,-0.15030137,-0.2559577,0.21325095,-0.10753879,0.1700443,-0.27147773,0.18389718,-0.29869804,0.27217478,0.2752086,0.16352558,-0.20031463,-0.3309146,0.28063762,0.20443456,0.22207516,-0.2820927,-0.072108276,-0.26433912,-0.0968735,0.36869845,-0.23951243,0.2873201,0.17237501,0.14714836,0.1563539,-0.13541228,0.26077673,0.28603548,0.2473338,0.22667685,0.21443282,-0.10932511,-0.27575767,-0.08400113,0.28560275,-0.17788573,0.22459282,0.02442607,-0.19559221,0.1405382,-0.2714864,0.2676663,-0.24314031,0.32139492,0.24809918,0.13830897,0.32721058,-0.036665723,-0.09180132,0.3076594,0.15654787,0.20105574,0.06895665
3728,5,CN47251PC,0.24698266,-0.23244174,0.21607788,-0.122684546,0.320698,-0.29697886,-0.3131127,0.34799838,-0.33570608,-0.2583965,-0.17224318,-0.2940321,0.24595344,-0.12400741,0.19514523,-0.3119431,0.2111706,-0.34335828,0.3125852,0.31650203,0.18765941,-0.23007575,-0.3796722,0.3225627,0.2347537,0.25573435,-0.32408392,-0.08298257,-0.3039182,-0.110913984,0.42392248,-0.27508092,0.33041593,0.19782402,0.16917656,0.180006,-0.15535577,0.29977134,0.3291484,0.2848084,0.26075286,0.24674407,-0.12538388,-0.31699523,-0.09623645,0.32826152,-0.20430736,0.25877243,0.027747234,-0.22470783,0.16157052,-0.31267673,0.30750754,-0.27942458,0.3685418,0.2845413,0.15925016,0.376346,-0.04248839,-0.105742075,0.35375273,0.17960903,0.23103844,0.079395205
3729,2,CN47257PC,0.23504697,-0.22135457,0.20562305,-0.116645776,0.30521122,-0.28273755,-0.29817614,0.33141658,-0.31949973,-0.24612944,-0.16416907,-0.28002155,0.23391965,-0.117947325,0.18590865,-0.29705274,0.20113459,-0.3269243,0.29771507,0.30130696,0.1787787,-0.21912432,-0.36173046,0.3071352,0.22359693,0.24334854,-0.3086321,-0.078981064,-0.289354,-0.105747394,0.40360126,-0.2619925,0.31455764,0.18845934,0.16107067,0.17130256,-0.148017,0.28542218,0.3132838,0.27101856,0.24821363,0.23485425,-0.11947461,-0.30182073,-0.091734126,0.31256405,-0.19458477,0.24619508,0.02652512,-0.21399392,0.15383108,-0.2975196,0.29284686,-0.26607278,0.3511928,0.27113143,0.15154426,0.35826525,-0.040345777,-0.100612186,0.3367914,0.17112303,0.22000547,0.07555405
3730,2,CN47267PC,0.259412,-0.24398743,0.2269651,-0.12897307,0.33682528,-0.31180915,-0.32866699,0.36526597,-0.35258266,-0.27117094,-0.1806512,-0.3086221,0.25848493,-0.13031815,0.20476381,-0.32744932,0.22162169,-0.36047193,0.32807034,0.33232555,0.1969074,-0.2414801,-0.39835593,0.33862826,0.2463719,0.26863244,-0.34017482,-0.08714956,-0.3190848,-0.11629425,0.44508412,-0.28871062,0.34693012,0.20757599,0.17761768,0.1890694,-0.16299805,0.31471393,0.34566912,0.29916856,0.27381068,0.25912565,-0.13153756,-0.33279735,-0.10092498,0.34460825,-0.21443203,0.27186993,0.029019894,-0.23586483,0.16963002,-0.32846072,0.32277456,-0.2933286,0.38660833,0.2985058,0.16727474,0.39517453,-0.044719614,-0.111084126,0.37141556,0.18844599,0.24252771,0.08339522
3731,2,CN47269PC,-0.23255423,0.22900808,-0.15851238,0.3204817,-0.32836998,0.34378606,0.28584284,-0.22715308,0.32868642,0.36893007,-0.0946758,0.262801,-0.18189752,-0.032357216,-0.19286112,0.022186145,-0.29299152,0.3162622,-0.10149113,-0.18609118,-0.3662973,0.283388,0.32611972,-0.39826867,-0.15797451,-0.13055822,0.1487602,-0.043788556,0.2601045,0.32382903,-0.31707108,0.36139172,-0.11213126,-0.14422265,0.108694315,-0.16498533,0.27912796,-0.378114,-0.19809523,-0.16419703,-0.10804271,-0.20114046,0.17938781,0.12478122,0.17582624,-0.15535279,0.40182155,-0.035418645,-0.082413375,0.29986927,-0.20790043,0.18787849,-0.21501397,0.119338326,-0.23778473,-0.2836256,-0.11158536,-0.3187631,0.08321662,0.08926357,-0.08100868,0.033269297,-0.13753955,0.04643529
3732,2,CN47286PC,0.2586903,-0.24331704,0.22633295,-0.12860793,0.33588886,-0.31094804,-0.32776386,0.36426336,-0.35160276,-0.27042922,-0.180163,-0.30777493,0.2577573,-0.12995172,0.20420533,-0.326549,0.22101486,-0.35947827,0.3271712,0.33140677,0.19637044,-0.24081792,-0.3972711,0.33769542,0.24569729,0.26788354,-0.33924052,-0.08690761,-0.31820416,-0.115981854,0.4438554,-0.28791925,0.34597126,0.20700975,0.17712757,0.18854314,-0.16255431,0.31384632,0.34470987,0.29833475,0.27305248,0.25840673,-0.13118026,-0.33187982,-0.10065275,0.3436591,-0.21384417,0.27110946,0.028946,-0.23521702,0.16916206,-0.32754424,0.32188812,-0.2925213,0.38555932,0.29769498,0.16680881,0.39408126,-0.044590063,-0.11077395,0.37039,0.18793288,0.2418606,0.08316296
3733,2,CN47289PC,0.25542587,-0.2402847,0.22347353,-0.12695633,0.3316532,-0.30705303,-0.3236787,0.35972822,-0.3471703,-0.26707417,-0.17795472,-0.30394304,0.25446606,-0.12829427,0.20167911,-0.32247645,0.21827,-0.35498354,0.3231042,0.3272509,0.19394155,-0.2378227,-0.39236403,0.33347598,0.2426459,0.264496,-0.33501443,-0.085813195,-0.31422085,-0.114568785,0.43829754,-0.28433955,0.341634,0.2044485,0.1749106,0.18616275,-0.16054715,0.3099218,0.3403709,0.2945632,0.269623,0.25515485,-0.12956406,-0.32772958,-0.09942136,0.3393658,-0.21118502,0.26766953,0.02861175,-0.23228675,0.16704533,-0.32339877,0.3178784,-0.28886956,0.38081434,0.2940274,0.16470124,0.3891362,-0.044004057,-0.10937092,0.36575106,0.18561195,0.23884307,0.08211241
3734,6,CN47297PC,0.21488965,-0.2026303,0.18796666,-0.10644733,0.27905673,-0.25868645,-0.27295092,0.3034128,-0.29213005,-0.22541244,-0.15053332,-0.25636017,0.21359666,-0.10771288,0.17030965,-0.27190548,0.1841855,-0.29917017,0.272602,0.2756451,0.1637807,-0.20062923,-0.33143002,0.28108084,0.20475507,0.22243099,-0.2825366,-0.07222323,-0.2647575,-0.09702192,0.36928225,-0.23988844,0.28777567,0.17264403,0.14738123,0.15660395,-0.1356231,0.26118895,0.28649125,0.24772996,0.22703707,0.2147744,-0.10949487,-0.2761936,-0.08413047,0.2860537,-0.17816503,0.22495414,0.024461178,-0.1959,0.14076054,-0.2719218,0.26808748,-0.24352388,0.32189333,0.24848442,0.13853034,0.32773,-0.036727276,-0.091948695,0.30814666,0.15679166,0.2013727,0.069067
3735,3,CN47299PC,0.23220685,-0.21871637,0.2031353,-0.115208834,0.3015261,-0.2793488,-0.29462197,0.3274709,-0.3156434,-0.24321046,-0.16224782,-0.2766877,0.23105618,-0.11650531,0.18371077,-0.29350954,0.1987465,-0.3230138,0.2941767,0.29769126,0.17666551,-0.2165184,-0.3574612,0.3034642,0.22094215,0.2404013,-0.3049553,-0.0780289,-0.2858884,-0.104518,0.39876577,-0.25887808,0.3107841,0.186231,0.15914185,0.16923155,-0.14627072,0.28200778,0.30950877,0.26773727,0.2452299,0.23202504,-0.11806849,-0.29820994,-0.090662785,0.3088288,-0.19227128,0.24320228,0.026234316,-0.21144453,0.15198947,-0.29391292,0.28935832,-0.26289567,0.34706455,0.2679405,0.14971063,0.3539629,-0.039835937,-0.09939152,0.33275542,0.16910377,0.21738015,0.074640036
3736,8,CN47300PC,0.2188402,-0.20629999,0.19142705,-0.10844608,0.28418264,-0.2634001,-0.27789468,0.30890113,-0.2974941,-0.22947268,-0.15320574,-0.26099747,0.21757966,-0.10971868,0.17336681,-0.27683398,0.18750727,-0.30460957,0.2775238,0.28067446,0.16672009,-0.204254,-0.33736846,0.2861871,0.2084478,0.22653052,-0.28765094,-0.07354767,-0.26957807,-0.09873199,0.37600827,-0.24422051,0.29302454,0.17574361,0.15006416,0.15948465,-0.13805212,0.2659383,0.29174218,0.25229418,0.23118737,0.21870975,-0.111450754,-0.28121614,-0.08562068,0.29124933,-0.18138306,0.22911705,0.024865681,-0.19944614,0.14332217,-0.27693862,0.27293995,-0.24794313,0.32763562,0.25292292,0.14108089,0.33371446,-0.03743645,-0.09364661,0.3137606,0.1596004,0.20502445,0.07033837
3737,4,CN47305PC,0.23739268,-0.22353353,0.20767772,-0.117832564,0.3082548,-0.28553638,-0.3011116,0.33467537,-0.32268474,-0.24854027,-0.16575587,-0.282775,0.23628463,-0.1191383,0.18772389,-0.29997912,0.20310695,-0.33015403,0.30063745,0.30429322,0.180524,-0.22127658,-0.36525652,0.31016713,0.22578955,0.2457827,-0.3116688,-0.07976747,-0.29221627,-0.106762774,0.40759495,-0.26456475,0.31767425,0.19029976,0.1626637,0.17301303,-0.14945927,0.2882422,0.31640163,0.27372867,0.25067797,0.23719093,-0.12063595,-0.30480295,-0.09261896,0.31564903,-0.19649553,0.2486669,0.0267653,-0.2160995,0.1553521,-0.3004984,0.2957281,-0.26869678,0.35460237,0.27376685,0.1530587,0.36181864,-0.04076686,-0.101620354,0.3401248,0.17279077,0.22217375,0.07630894
3738,4,CN47312PC,0.27354088,-0.25711188,0.23934102,-0.13612148,0.3551578,-0.32866734,-0.34634817,0.38489473,-0.37176695,-0.28569213,-0.19020893,-0.32520708,0.27272996,-0.13749179,0.21569765,-0.34507585,0.23350184,-0.3799257,0.34567288,0.35031274,0.20741996,-0.25444385,-0.4195945,0.3568906,0.25957873,0.28329423,-0.35846597,-0.09188634,-0.33632526,-0.12241021,0.4691394,-0.30420408,0.36570245,0.21866144,0.18721305,0.19937213,-0.17168532,0.3316998,0.36444888,0.31549227,0.288654,0.27320024,-0.13853267,-0.35076022,-0.10625462,0.3631902,-0.22594115,0.2867584,0.030466575,-0.24854743,0.17879158,-0.346403,0.3401292,-0.30913386,0.40714523,0.3143798,0.17639661,0.41657767,-0.047255937,-0.11715665,0.39149356,0.19849129,0.255588,0.0879422
3739,1,CN47315PC,0.1769423,-0.16738075,0.15472744,-0.087248154,0.22981936,-0.21340884,-0.22546291,0.250694,-0.24060501,-0.1864115,-0.12486322,-0.21181622,0.1753374,-0.08844594,0.14094362,-0.22456428,0.15227783,-0.24692135,0.22532511,0.22733514,0.13554612,-0.16581118,-0.27438763,0.23203194,0.16928416,0.18305248,-0.23341033,-0.059501193,-0.21845317,-0.08059571,0.30467469,-0.19827624,0.23735708,0.14287078,0.12161003,0.12893294,-0.112290844,0.21556845,0.23605265,0.20388773,0.18717095,0.17697291,-0.09070743,-0.22794901,-0.06981615,0.23614639,-0.14725389,0.18496682,0.020575687,-0.16183712,0.116154455,-0.2237325,0.22147653,-0.20107423,0.26673537,0.20585011,0.11403089,0.27024558,-0.029915236,-0.07563915,0.2542212,0.129812,0.1662954,0.05685475
3740,3,CN47317PC,0.00473623,7.9236925e-05,0.026761994,0.08457824,-0.0025347024,0.022953153,-0.00956434,0.052722752,0.0046625286,0.051539928,-0.11274646,-0.010478646,0.0250967,-0.06710503,0.00016015768,-0.11942647,-0.036898836,-0.009101167,0.08559112,0.053558238,-0.08006045,0.022776976,-0.01726669,-0.035775587,0.034981936,0.05052825,-0.07054933,-0.05107987,-0.017370477,0.093615316,0.038410857,0.040183753,0.09082734,0.021552265,0.119478196,0.008263588,0.051331043,-0.035418272,0.050469518,0.04963482,0.064114325,0.017576821,0.021361575,-0.077397056,0.03139956,0.069342636,0.08298759,0.0909362,-0.020397885,0.034513913,-0.021148644,-0.050817497,0.037498012,-0.06956402,0.05028285,-0.0009200871,0.018411912,0.02508688,0.018476415,-0.009435572,0.11171712,0.09161139,0.041641496,0.050682485
3741,1,CN47321PC,0.19457853,-0.18376316,0.17017555,-0.09617107,0.25270268,-0.23445186,-0.24753322,0.27519533,-0.26455155,-0.20453739,-0.13679354,-0.23251826,0.1931186,-0.09740035,0.15459163,-0.24656637,0.16710709,-0.27120426,0.24729729,0.24978746,0.14866829,-0.18199307,-0.30089837,0.25482768,0.18576945,0.20135386,-0.25624204,-0.06541383,-0.23997335,-0.08822988,0.3347014,-0.21761574,0.2607894,0.15670806,0.13358733,0.14179319,-0.12313463,0.23677082,0.25949425,0.22426364,0.20569894,0.19454135,-0.099438995,-0.25037095,-0.07646881,0.2593411,-0.16162,0.20355114,0.02238149,-0.17766802,0.12759025,-0.24612874,0.24313922,-0.22080293,0.29237032,0.22566463,0.12541714,0.29696178,-0.033081166,-0.083219096,0.27928334,0.14235094,0.18259776,0.06253046
3742,2,CN47322PC,0.24139668,-0.22725287,0.21118495,-0.11985837,0.3134501,-0.29031384,-0.3061223,0.340238,-0.32812142,-0.25265545,-0.16846445,-0.28747508,0.24032156,-0.12117126,0.19082245,-0.30497435,0.2064737,-0.33566707,0.3056259,0.30939063,0.18350318,-0.2249504,-0.37127537,0.31534255,0.22953226,0.24993773,-0.3168524,-0.08110984,-0.29710206,-0.10849599,0.41441202,-0.26895547,0.32299414,0.19344129,0.16538295,0.17593274,-0.15192118,0.29305583,0.32172367,0.27835467,0.25488442,0.24117956,-0.1226183,-0.3098935,-0.09412933,0.320915,-0.19975713,0.25288618,0.027175277,-0.21969366,0.15794842,-0.3055831,0.30064625,-0.27317587,0.36042237,0.27826542,0.15564375,0.3678841,-0.041485634,-0.10334126,0.34581473,0.17563753,0.22587495,0.07759752
3743,2,CN47324PC,0.26365042,-0.24792455,0.23067768,-0.13111748,0.34232473,-0.31686634,-0.33397105,0.37115428,-0.35833764,-0.27552706,-0.18351837,-0.31359732,0.26275823,-0.13247013,0.2080438,-0.332737,0.22518554,-0.36630777,0.3333508,0.3377214,0.20006101,-0.24536903,-0.40472716,0.34410667,0.25033373,0.27303076,-0.34566188,-0.08857052,-0.32425666,-0.11812894,0.45230034,-0.29335842,0.35256153,0.21090145,0.18049614,0.19216006,-0.1656041,0.3198094,0.35130274,0.3040654,0.27826345,0.2633478,-0.13363598,-0.3381859,-0.10252379,0.35018253,-0.21788459,0.27633622,0.029453875,-0.23966941,0.17237835,-0.33384314,0.3279807,-0.29806992,0.39276907,0.30326778,0.17001116,0.40159515,-0.04548047,-0.112905785,0.37743863,0.19145942,0.2464456,0.08475924
3744,2,CN47327PC,0.22456023,-0.21161337,0.1964374,-0.11134009,0.2916045,-0.2702251,-0.28505284,0.31684777,-0.3052608,-0.23535153,-0.15707515,-0.26771185,0.22334673,-0.11262291,0.17779335,-0.28397003,0.19231692,-0.31248537,0.28465012,0.2879565,0.17097607,-0.20950235,-0.34596682,0.29358056,0.21379454,0.2324663,-0.29505605,-0.07546534,-0.2765578,-0.10120802,0.385747,-0.250493,0.30062446,0.18023151,0.15394881,0.16365568,-0.14156914,0.27281496,0.2993451,0.2589028,0.23719664,0.2244078,-0.114282705,-0.28848836,-0.08777837,0.2987722,-0.18604249,0.2351446,0.025451366,-0.20458065,0.1470312,-0.2842025,0.27996594,-0.2543418,0.3359499,0.25934944,0.14477384,0.34237945,-0.038463272,-0.096105054,0.32188913,0.16366722,0.21031186,0.0721792
3745,3,CN47333PC,0.22153978,-0.20880766,0.1937917,-0.10981192,0.2876854,-0.26662117,-0.281273,0.31265157,-0.30115962,-0.23224722,-0.15503192,-0.26416633,0.22030143,-0.11108934,0.17545593,-0.28020185,0.1897772,-0.30832657,0.28088707,0.28411123,0.16872871,-0.20673098,-0.3414265,0.28967646,0.2109712,0.22933193,-0.2911458,-0.07445271,-0.27287218,-0.09990056,0.38060448,-0.24718082,0.29661134,0.17786169,0.15189753,0.16145319,-0.13971199,0.26918375,0.2953304,0.25541314,0.23402347,0.22139896,-0.1127873,-0.28464827,-0.086639,0.29479977,-0.1835821,0.23196177,0.025142096,-0.20186938,0.14507265,-0.2803668,0.27625588,-0.250963,0.33155957,0.25595593,0.14282379,0.33780393,-0.03792106,-0.09480688,0.31759688,0.16151975,0.20751986,0.07120715
3746,9,CN47334PC,0.25996983,-0.24450561,0.22745374,-0.12925531,0.3375491,-0.31247476,-0.32936507,0.36604097,-0.35334012,-0.27174428,-0.18102856,-0.3092769,0.25904736,-0.13060138,0.20519552,-0.32814527,0.22209075,-0.36124003,0.32876533,0.33303574,0.19732247,-0.24199195,-0.3991945,0.3393493,0.24689333,0.26921135,-0.34089702,-0.08733658,-0.3197655,-0.11653572,0.4460339,-0.28932235,0.3476713,0.20801367,0.17799655,0.18947618,-0.16334105,0.3153846,0.3464106,0.29981306,0.27439672,0.25968134,-0.13181375,-0.33350658,-0.10113541,0.34534192,-0.21488646,0.27245778,0.029077014,-0.23636559,0.16999175,-0.32916915,0.32345977,-0.29395264,0.3874192,0.2991326,0.1676349,0.39601958,-0.044819757,-0.111323886,0.3722083,0.1888426,0.24304336,0.08357475
3747,4,CN47340PC,0.22071932,-0.20804553,0.19307303,-0.10939681,0.28662083,-0.26564223,-0.28024626,0.31151173,-0.3000456,-0.23140399,-0.15447691,-0.26320326,0.21947424,-0.11067277,0.17482102,-0.2791783,0.18908733,-0.30719692,0.2798649,0.28306675,0.16811825,-0.20597817,-0.34019318,0.288616,0.2102043,0.22848053,-0.29008365,-0.07417765,-0.27187103,-0.099545404,0.3792076,-0.24628113,0.29552126,0.17721796,0.15134034,0.16085492,-0.13920753,0.26819742,0.29423988,0.25446522,0.23316152,0.22058167,-0.1123811,-0.2836052,-0.08632951,0.29372072,-0.18291377,0.2310972,0.025058089,-0.20113292,0.14454065,-0.27932492,0.2752481,-0.2500452,0.330367,0.25503412,0.1422941,0.33656105,-0.03777378,-0.09445425,0.31643096,0.16093642,0.20676145,0.07094311
3748,4,CN47341PC,0.22397283,-0.21106774,0.19592288,-0.111042894,0.29084232,-0.26952422,-0.28431776,0.3160317,-0.30446324,-0.23474783,-0.1566778,-0.26702234,0.2227545,-0.11232467,0.17733878,-0.28323722,0.191823,-0.3116766,0.2839183,0.2872087,0.17053902,-0.20896338,-0.34508383,0.29282132,0.21324548,0.23185673,-0.2942956,-0.07526841,-0.27584103,-0.10095375,0.38474688,-0.24984884,0.299844,0.17977065,0.15354988,0.16322735,-0.14120798,0.2721088,0.29856434,0.25822413,0.23657954,0.22382267,-0.11399189,-0.28774154,-0.08755679,0.29799965,-0.18556401,0.23452562,0.025391221,-0.20405339,0.14665031,-0.28345656,0.27924442,-0.25368473,0.3350961,0.2586895,0.1443946,0.34148964,-0.038357824,-0.09585259,0.3210544,0.16324958,0.20976889,0.07199016
3749,3,CN47347PC,0.21263155,-0.20053273,0.18598872,-0.10530487,0.2761268,-0.25599214,-0.2701251,0.3002757,-0.289064,-0.22309166,-0.1490058,-0.25370955,0.21132,-0.106566384,0.16856219,-0.26908842,0.1822868,-0.29606104,0.2697887,0.27277038,0.16210058,-0.19855736,-0.32803565,0.27816212,0.20264433,0.22008774,-0.2796133,-0.07146619,-0.2620021,-0.096044466,0.36543772,-0.23741226,0.28477547,0.17087235,0.14584768,0.15495735,-0.13423468,0.25847426,0.28348982,0.24512108,0.22466479,0.21252498,-0.108376905,-0.27332276,-0.083278686,0.28308392,-0.17632563,0.22257465,0.024229968,-0.19387305,0.13929632,-0.26905426,0.26531386,-0.24099787,0.31861112,0.24594742,0.13707249,0.32430935,-0.03632192,-0.090978175,0.30493775,0.1551862,0.19928539,0.0683403
3750,2,CN47348PC,0.22301166,-0.2101749,0.19508097,-0.1105566,0.2895952,-0.2683774,-0.28311494,0.3146964,-0.30315816,-0.23375997,-0.1560276,-0.2658941,0.22178543,-0.11183666,0.17659497,-0.2820381,0.19101481,-0.31035316,0.28272083,0.28598505,0.16982387,-0.20808148,-0.34363902,0.29157895,0.21234705,0.23085932,-0.2930513,-0.07494617,-0.2746682,-0.10053769,0.38311046,-0.24879485,0.29856697,0.17901652,0.15289713,0.16252647,-0.14061698,0.27095327,0.29728678,0.25711367,0.23556978,0.2228652,-0.11351602,-0.28651956,-0.08719422,0.29673553,-0.18478106,0.23351277,0.025292804,-0.20319061,0.14602707,-0.28223598,0.2780638,-0.25260952,0.333699,0.2576096,0.14377406,0.34003362,-0.038185284,-0.095439486,0.3196885,0.16256621,0.20888042,0.07168084
3751,2,CN47350PC,0.25320455,-0.2382213,0.22152781,-0.12583247,0.32877102,-0.30440262,-0.3208989,0.35664222,-0.34415418,-0.26479116,-0.17645209,-0.30133557,0.25222647,-0.12716645,0.19996011,-0.31970525,0.21640223,-0.35192508,0.32033676,0.324423,0.19228879,-0.23578456,-0.38902494,0.33060482,0.24056956,0.2621909,-0.33213875,-0.08506849,-0.31151035,-0.11360725,0.43451563,-0.2819037,0.33868265,0.20270568,0.17340204,0.18454297,-0.15918136,0.30725133,0.33741838,0.29199684,0.26728937,0.25294206,-0.1284643,-0.32490548,-0.098583445,0.3364444,-0.20937559,0.2653288,0.028384306,-0.23029283,0.16560496,-0.32057792,0.31514993,-0.2863847,0.3775856,0.2915317,0.16326712,0.38577121,-0.0436053,-0.108416215,0.36259443,0.18403265,0.23678976,0.08139754
3752,7,CN47352PC,0.24817552,-0.23354977,0.21712272,-0.12328806,0.32224572,-0.2984021,-0.31460544,0.34965554,-0.33732572,-0.25962248,-0.17305009,-0.2954323,0.24715608,-0.124613054,0.19606832,-0.31343126,0.2121736,-0.34500068,0.3140713,0.3180206,0.18854693,-0.2311702,-0.38146526,0.32410452,0.23586869,0.2569722,-0.32562816,-0.08338247,-0.30537376,-0.111430325,0.42595336,-0.27638894,0.3320008,0.19875991,0.16998665,0.18087581,-0.1560892,0.30120537,0.3307339,0.28618655,0.262006,0.24793231,-0.12597445,-0.31851175,-0.09668641,0.32983032,-0.20527902,0.2600294,0.027869372,-0.22577856,0.16234398,-0.31419152,0.30897272,-0.28075895,0.37027565,0.2858815,0.16002028,0.37815297,-0.04270252,-0.10625475,0.35544783,0.1804571,0.23214106,0.07977908
3753,3,CN47354PC,0.044637643,-0.03883066,0.056082405,0.043542385,0.051432103,-0.03225948,-0.05959536,0.09799856,-0.052332938,-0.0044750124,-0.11404766,-0.057118453,0.05957114,-0.071096025,0.032889247,-0.14220451,0.0075752586,-0.06421615,0.116888866,0.093167625,-0.028840356,-0.021361664,-0.07681841,0.026930049,0.0657159,0.080568664,-0.10741842,-0.052319486,-0.06383225,0.05181092,0.09971754,-0.015785336,0.12359201,0.049463596,0.118315086,0.036152817,0.012585357,0.023371637,0.09284547,0.08473119,0.091792464,0.054334745,-0.004992582,-0.111294135,0.0074238665,0.107131034,0.028340548,0.11146195,-0.010567146,-0.011584938,0.011035532,-0.09022263,0.07972967,-0.09915371,0.099947885,0.047181964,0.04034297,0.08166526,0.007011464,-0.024662718,0.14326125,0.09924708,0.07002642,0.051401906
3754,2,CN47355PC,0.272367,-0.25602144,0.23831278,-0.13552757,0.35363466,-0.3272667,-0.34487915,0.3832639,-0.37017307,-0.28448567,-0.18941484,-0.32382914,0.27154645,-0.13689578,0.21478923,-0.34361136,0.2325148,-0.3783094,0.3442104,0.3488183,0.20654655,-0.2533668,-0.41782993,0.3553733,0.25848147,0.28207606,-0.3569463,-0.091492794,-0.33489287,-0.12190208,0.4671408,-0.30291682,0.36414278,0.21774042,0.18641584,0.19851613,-0.17096356,0.33028853,0.3628886,0.31413606,0.28742075,0.27203086,-0.1379515,-0.34926778,-0.10581182,0.36164632,-0.22498494,0.2855214,0.03034638,-0.24749373,0.17803042,-0.34491232,0.3386873,-0.30782068,0.40543896,0.31306097,0.17563874,0.41479942,-0.04704521,-0.116652116,0.38982543,0.19765669,0.25450292,0.087564416
3755,5,CN47357PC,0.20439649,-0.19288313,0.17877539,-0.1011384,0.26544166,-0.24616635,-0.25981957,0.28883505,-0.2778824,-0.21462795,-0.14343506,-0.24404292,0.20301725,-0.10238521,0.16218938,-0.25881475,0.17536242,-0.2847224,0.25952902,0.26228648,0.15597332,-0.19100139,-0.31565672,0.2675179,0.19494669,0.21154208,-0.26895225,-0.06870535,-0.25195348,-0.092479765,0.35141703,-0.22838189,0.273834,0.16441117,0.140255,0.1489524,-0.12917128,0.24857402,0.27254403,0.23560674,0.21601334,0.20432158,-0.10429979,-0.26285306,-0.08017229,0.2722534,-0.16961752,0.21389689,0.023386767,-0.18648097,0.13395649,-0.25859657,0.2551987,-0.23178574,0.3066411,0.23669523,0.13175578,0.31183448,-0.03484362,-0.0874388,0.29323524,0.14933127,0.19167316,0.065690085
